DateTime,pod1,pod2
2021-07-12 15:20:39.805000,355696640,373301248
2021-07-12 15:20:49.819000,355934208,362770432
2021-07-12 15:20:59.835000,355934208,362770432
2021-07-12 15:21:09.850000,355934208,362770432
2021-07-12 15:21:19.871000,355987456,382930944
2021-07-12 15:21:29.889000,355987456,382930944
2021-07-12 15:21:39.903000,355987456,382930944
2021-07-12 15:21:49.922000,356265984,388833280
2021-07-12 15:21:59.940000,356265984,388833280
2021-07-12 15:22:09.951000,356265984,388833280
2021-07-12 15:22:19.975000,355667968,388452352
2021-07-12 15:22:29.991000,355667968,388452352
2021-07-12 15:22:40.009000,355667968,388452352
2021-07-12 15:22:50.030000,352870400,365793280
2021-07-12 15:23:00.047000,352870400,365793280
2021-07-12 15:23:10.065000,352870400,365793280
2021-07-12 15:23:20.078000,353173504,366141440
2021-07-12 15:23:30.097000,353173504,366141440
2021-07-12 15:23:40.113000,353173504,366141440
2021-07-12 15:23:50.125000,353562624,366366720
2021-07-12 15:24:00.135000,353562624,366366720
2021-07-12 15:24:10.154000,353562624,366366720
2021-07-12 15:24:20.173000,353644544,372822016
2021-07-12 15:24:30.193000,353644544,372822016
2021-07-12 15:24:40.206000,353644544,372822016
2021-07-12 15:24:50.223000,353890304,373149696
2021-07-12 15:25:00.242000,353890304,373149696
2021-07-12 15:25:10.250000,353890304,373149696
2021-07-12 15:25:20.264000,354140160,362713088
2021-07-12 15:25:30.290000,354140160,362713088
2021-07-12 15:25:40.308000,354140160,362713088
2021-07-12 15:25:50.327000,354320384,362885120
2021-07-12 15:26:00.345000,354320384,362885120
2021-07-12 15:26:10.356000,354320384,362885120
2021-07-12 15:26:20.375000,354770944,363110400
2021-07-12 15:26:30.385000,354770944,363110400
2021-07-12 15:26:40.405000,354770944,363110400
2021-07-12 15:26:50.426000,354992128,364441600
2021-07-12 15:27:00.443000,354992128,364441600
2021-07-12 15:27:10.457000,354992128,364441600
2021-07-12 15:27:20.476000,355332096,364670976
2021-07-12 15:27:30.493000,355332096,364670976
2021-07-12 15:27:40.501000,355332096,364670976
